"TARGET_DT0","INDEX_VALUE1","TOTAL_EA2","TOTAL_VOLUME3","ANT4","FOREIGNER5","COMPANY6","INVEST_BANK7","INVEST_TRUST8","PENSION_FUND9"
"2016.06.03",1985.84,514910,5150261,-1141,-1296,3436,2463,-382,115
"2016.06.07",2011.63,472781,5459279,-4358,2604,1479,1538,-31,283
"2016.06.08",2027.08,490074,5705455,-3145,3095,-384,1860,-1210,-603
"2016.06.09",2024.17,591484,7585446,-2281,4132,-1958,3072,-1852,-677
"2016.06.10",2017.63,399304,4711178,-1141,-276,895,4438,-1966,-215
"2016.06.13",1979.06,437223,4530726,1737,-1480,-738,1063,-1256,-145
"2016.06.14",1972.03,434390,4919384,2269,-1058,-1806,-1484,-661,603
"2016.06.15",1968.83,371503,4491931,1681,-211,-572,-2059,550,800
"2016.06.16",1951.99,432990,4386606,1164,443,-2096,-2404,-30,505
"2016.06.17",1953.4,478811,4420744,-72,-1022,569,779,-356,209
"2016.06.20",1981.12,385489,3908118,-1812,188,1161,46,1163,22
"2016.06.21",1982.7,548571,4426426,908,-1120,-304,-474,54,155
"2016.06.22",1992.58,401930,3945907,-2508,283,1729,1086,317,349
"2016.06.23",1986.71,449586,4155747,-2647,276,1891,1367,58,683
"2016.06.24",1925.24,726661,8541520,349,-1467,553,-2106,596,1090
"2016.06.27",1926.85,389617,5095563,-2164,-2393,4082,2589,1263,168
"2016.06.28",1936.22,368239,4360447,1675,-3686,1542,448,415,688
"2016.06.29",1956.36,446686,4757342,-224,564,-633,-1467,504,315
"2016.06.30",1970.35,349862,5326567,382,4040,-2486,-2925,395,119
"2016.07.01",1987.32,442076,4280276,-2053,2517,-908,-1101,-130,-123
"2016.07.04",1995.3,462342,4047771,-665,1602,-1454,-517,-435,-243
"2016.07.05",1989.85,398730,3872453,1382,134,-2108,-159,-859,-419
"2016.07.06",1953.12,451690,4683910,5113,-4277,-1384,920,-1697,-124
"2016.07.07",1974.08,374574,3866686,-903,1693,-1196,350,-881,-455
"2016.07.08",1963.1,345926,4066529,2047,407,-2898,-1149,-689,-597
"2016.07.11",1988.54,332552,4239228,-3904,2698,832,2342,-678,-378
"2016.07.12",1991.23,427454,4404322,-1942,1922,-484,247,-254,-51
"2016.07.13",2005.55,353365,4655778,-1874,5802,-3803,-2156,-1149,375
"2016.07.14",2008.77,334351,4208693,-1367,3675,-2281,-943,-1291,-1
"2016.07.15",2017.26,473600,4557938,-1882,4902,-3066,-1092,-1315,-239
"2016.07.18",2021.11,376256,3489650,-22,2238,-2139,202,-1593,-340
"2016.07.19",2016.89,377425,3693836,1178,3132,-4255,-1904,-1810,-143
"2016.07.20",2015.46,309989,3438452,320,1794,-2214,-992,-580,-310
"2016.07.21",2012.22,387481,3847464,334,446,-823,1721,-878,-339
"2016.07.22",2010.34,316365,3686869,-1201,720,423,894,-570,125
"2016.07.25",2012.32,346734,4001396,-810,1934,-1077,363,23,-1135
"2016.07.26",2027.34,332206,3926364,-1733,1926,168,1404,-124,-558
"2016.07.27",2025.05,402253,4433731,-1379,2436,-1035,828,-1413,-14
"2016.07.28",2021.1,347037,4255323,-1101,1961,-801,293,-114,-135
"2016.07.29",2016.19,361381,4967044,895,2115,-3196,-1918,-887,548
"2016.08.01",2029.61,342283,4659753,-1049,3074,-2969,-330,-1998,-761
"2016.08.02",2019.03,406730,4276282,1062,528,-1806,-1187,-406,-266
"2016.08.03",1994.79,476052,4243777,2538,-868,-1962,-973,-656,226
"2016.08.04",2000.03,322826,3586868,472,376,-1090,-1002,-486,381
"2016.08.05",2017.94,286194,4111197,-1990,2470,-728,-550,-136,304
"2016.08.08",2031.12,266150,4091338,-2024,797,860,629,72,305
"2016.08.09",2043.78,433443,4099933,-3140,2072,762,1232,-198,-94
"2016.08.10",2044.64,327806,4536808,-1893,3077,-1364,1390,-1690,-722
"2016.08.11",2048.8,342509,4425839,255,-176,-337,1971,-1384,-266
"2016.08.12",2050.47,372624,4537319,-1793,578,995,2453,-522,-628
"2016.08.16",2047.76,370711,4437026,-363,331,-206,1298,-1223,-14
"2016.08.17",2043.75,387570,4305865,438,128,-876,824,-801,-441
"2016.08.18",2055.47,348971,4592124,-90,1886,-1845,-2536,109,680
"2016.08.19",2056.24,385321,4862655,531,2186,-3539,-3694,-191,317
"2016.08.22",2042.16,339734,4029099,863,-131,-1839,-1114,-783,233
"2016.08.23",2049.93,355698,4351053,791,450,-2163,-1204,-558,79
"2016.08.24",2043.76,280202,4029703,-178,-475,-390,-828,-225,856
"2016.08.25",2042.92,274621,4117989,-33,-3207,2531,2563,-1303,1619
"2016.08.26",2037.5,268858,3693648,-614,-3841,1905,1472,-539,1173
"2016.08.29",2032.35,314352,3800430,-420,830,-394,766,-303,255
"2016.08.30",2039.74,374882,3766637,-1726,503,1276,1142,31,332
"2016.08.31",2034.65,396124,5392626,105,204,-90,-466,-281,865
"2016.09.01",2032.72,297416,4310587,989,-1407,385,-985,56,1083
"2016.09.02",2038.31,340277,3883320,-172,2162,-1935,-2409,43,385
"2016.09.05",2060.08,567825,4086252,-3938,2694,1387,2130,-547,250
"2016.09.06",2066.53,456482,4033218,421,2688,-3089,-1361,-949,-118
"2016.09.07",2061.88,678000,4985771,-202,814,-464,693,-1504,544
"2016.09.08",2063.73,650592,5576497,41,1800,-1825,-531,-1275,326
"2016.09.09",2037.87,386716,4160473,913,-503,-483,-1101,-166,636
"2016.09.12",1991.48,418699,4758376,884,-2183,1363,1968,-563,236
"2016.09.13",1999.36,432413,5076199,2989,2476,-6883,-6788,-432,402
"2016.09.19",2015.78,427973,4820774,973,469,-2733,-3451,683,219
"2016.09.20",2025.71,358206,4117094,1155,987,-3459,-3899,-45,527
"2016.09.21",2035.99,519245,4065099,131,878,-2269,-2030,-37,-233
"2016.09.22",2049.7,437636,4161116,-1320,1266,-1388,-254,-1042,225
"2016.09.23",2054.07,488200,4428252,-2912,-460,1944,1810,46,366
"2016.09.26",2047.11,355523,3602528,-29,-176,-1189,443,-1172,-64
"2016.09.27",2062.82,656663,4621212,-2646,225,2547,1145,135,1283
"2016.09.28",2053.06,539365,3949322,864,-1165,404,636,-238,335
"2016.09.29",2068.72,411446,4433978,-2133,1809,252,713,-359,38
"2016.09.30",2043.63,317203,5602833,3779,-1558,-2389,487,-1991,-290
"2016.10.04",2054.86,314797,4835443,-894,1793,-901,-867,-86,49
"2016.10.05",2053.0,288992,4220613,992,-26,-1102,-1314,165,146
"2016.10.06",2065.3,332833,5235955,475,919,-1473,-2515,841,1
"2016.10.07",2053.8,417855,5143106,1964,385,-2369,-865,-633,-275
"2016.10.10",2056.82,309318,4563231,-3040,-420,3235,4714,-503,-885
"2016.10.11",2031.93,338817,5117734,-1542,-3368,4819,5547,-275,-551
"2016.10.12",2033.73,292454,4683797,-698,-5544,6243,5413,222,389
"2016.10.13",2015.44,430243,4333287,3754,1944,-5702,-6062,-152,303
"2016.10.14",2022.66,453061,4103564,-437,328,-10,-195,157,-41
"2016.10.17",2027.61,330453,3687680,-486,2911,-2437,-2995,419,92
"2016.10.18",2040.43,300936,3805655,-2844,1875,864,371,-194,489
"2016.10.19",2040.94,317776,4017360,-164,2276,-2102,-2140,-97,92
"2016.10.20",2040.6,265559,3587673,-1227,1070,173,462,-58,-193
"2016.10.21",2033.0,257354,3424245,-670,440,111,-122,-294,572
"2016.10.24",2047.74,247963,3441704,-2555,903,1586,1516,247,-52
"2016.10.25",2037.17,294187,4828146,-1878,-678,2424,1717,183,434
"2016.10.26",2013.89,388265,4563523,575,-857,299,-441,229,536
"2016.10.27",2024.12,280449,4492186,-37,277,-240,-1064,-569,1668
"2016.10.28",2019.42,263669,3879857,570,-339,-139,-505,-97,331
"2016.10.31",2008.19,395671,4273912,-1441,97,1310,1052,276,89
"2016.11.01",2007.39,317929,4205084,-912,140,659,663,-640,66
"2016.11.02",1978.94,328774,4303689,-1301,-224,1478,1081,93,-412
"2016.11.03",1983.8,267950,3673785,-1355,-2055,3398,2375,-18,748
"2016.11.04",1982.02,224198,3004205,-110,-1915,1925,616,638,770
"2016.11.07",1997.58,206787,3042184,-860,-2191,2914,2609,96,167
"2016.11.08",2003.38,235887,3152891,187,-570,126,118,-42,-293
"2016.11.09",1958.38,703003,7350082,-1269,-2132,3095,87,173,697
"2016.11.10",2002.6,427516,6952616,-3101,482,2295,2395,73,-152
"2016.11.11",1984.43,379565,6645343,897,-4495,3782,2554,392,627
"2016.11.14",1974.4,344780,4985505,307,-3371,2781,2695,-94,-18
"2016.11.15",1967.53,371334,5015239,718,-2083,1092,1603,-388,-78
"2016.11.16",1979.65,299030,4486550,-710,-98,657,-2033,47,2520
"2016.11.17",1980.55,267152,3483176,71,605,-907,-2539,484,879
"2016.11.18",1974.58,294840,4577252,2350,610,-3310,-2390,-823,83
"2016.11.21",1966.05,220986,3401638,-393,670,-490,-389,-3,-33
"2016.11.22",1983.47,220553,3497323,-1403,3397,517,436,429,-56
"2016.11.23",1987.95,298705,4196236,-2163,1641,4066,822,85,3244
"2016.11.24",1971.26,232408,3447490,138,-1426,1043,1234,-380,130
"2016.11.25",1974.46,198199,2753507,-363,185,-39,1183,-1295,37
"2016.11.28",1978.13,210883,3034895,-196,2066,-2046,-2426,397,-169
"2016.11.29",1978.39,210141,4037406,-83,4494,-1493,149,-851,-534
"2016.11.30",1983.48,229291,5339840,446,2714,-3176,-2419,-99,-348
"2016.12.01",1983.75,214227,3888106,209,310,-527,-1267,64,481
"2016.12.02",1970.61,238410,3539974,230,-20,-476,-612,-334,302
"2016.12.05",1963.36,234506,3006753,-1144,-49,1013,580,447,-132
"2016.12.06",1989.86,209806,3694643,-3605,791,2929,-331,222,2878
"2016.12.07",1991.89,201916,3614784,141,783,-908,-1906,509,566
"2016.12.08",2031.07,232345,4895904,-6546,283,6551,5652,-116,957
"2016.12.09",2024.69,219616,3683203,-1177,559,584,994,-655,280
"2016.12.12",2027.24,286906,3640195,-964,847,148,1937,-1015,-258
"2016.12.13",2035.98,377722,4126128,-1025,1120,-147,1680,-1301,-147
"2016.12.14",2036.87,372222,3275418,132,1769,-1890,-380,-1396,683
"2016.12.15",2036.65,293941,3223638,-676,-34,660,-25,-479,1463
"2016.12.16",2042.24,266986,3771592,254,678,-1621,-1720,-357,585
"2016.12.19",2038.39,246904,2932568,788,49,-795,-252,-725,324
"2016.12.20",2041.94,309417,3044718,-335,601,-291,304,-450,36
"2016.12.21",2037.96,277953,3334326,-82,775,-691,616,-1107,-40
"2016.12.22",2035.73,269575,3140021,-297,-539,759,1301,-319,61
"2016.12.23",2035.9,300032,3091301,-1255,-977,2283,2625,-634,418
"2016.12.26",2037.75,357140,2980429,-878,-353,1253,1221,-794,1119
"2016.12.27",2042.17,376778,3008047,-2588,923,1736,645,12,760
"2016.12.28",2024.49,352646,3017913,2810,1306,-4148,-4687,-254,736
"2016.12.29",2026.46,261241,2947684,1562,1284,-2968,-4013,-265,1173
"2017.01.02",2026.16,227408,2597539,386,275,-847,-248,-609,-37
"2017.01.03",2043.97,265555,3696146,-112,1717,-1750,-1885,-514,185
"2017.01.04",2045.64,368593,4009071,1272,2147,-3583,-2732,-379,-174
"2017.01.05",2041.95,525273,3995652,655,868,-1648,-55,-1111,-393
"2017.01.06",2049.12,447985,3362874,-288,1686,-1365,-959,-241,-83
"2017.01.09",2048.78,394578,3788135,1934,2510,-4574,-3412,-848,-229
"2017.01.10",2045.12,506197,3789370,1286,996,-2498,-1866,-510,-72
"2017.01.11",2075.17,331101,4420141,-4300,4838,-551,381,-856,110
"2017.01.12",2087.14,546476,4646647,-321,342,-104,1334,-1150,-104
"2017.01.13",2076.79,512708,4647376,-585,-1066,1635,3332,-1352,-23
"2017.01.16",2064.17,676221,4652456,400,-2393,1847,2624,214,-496
"2017.01.17",2071.87,593844,4106414,-830,-81,903,2625,-1320,-152
"2017.01.18",2070.54,523982,3950775,-723,-194,874,2572,-1358,-96
"2017.01.19",2072.79,410367,4031275,1288,1471,-2829,-1477,-769,-350
"2017.01.20",2065.61,386847,3981141,67,-465,380,1240,-650,-128
"2017.01.23",2065.99,439855,3662759,-118,1170,-1093,-345,-382,-336
"2017.01.24",2065.76,308372,3603481,-125,-132,92,400,-198,-135
"2017.01.25",2066.94,305680,4084440,1093,2084,-3757,-3155,-916,120
"2017.01.26",2083.59,254645,4260535,-2148,3640,-1960,-2700,-148,648
"2017.01.31",2067.57,279805,4322656,1323,-3018,1182,883,-32,390
"2017.02.01",2080.48,440567,4362694,-871,-123,551,333,-309,407
"2017.02.02",2071.01,818230,5474217,612,707,-1785,0,-1007,-582
"2017.02.03",2073.16,386038,4647055,1109,-1087,-597,993,-670,-993
"2017.02.06",2077.66,311928,3819890,-1136,24,639,464,-14,183
"2017.02.07",2075.21,268792,4018210,-320,-1586,1437,1512,-367,407
"2017.02.08",2065.08,263306,4224494,931,-2425,1044,914,-913,593
"2017.02.09",2065.88,231288,4158182,221,624,-1278,-2494,-171,1305
"2017.02.10",2075.08,309483,4761254,-2473,-1074,3136,3179,-403,453
"2017.02.13",2078.65,284956,3896740,-2787,54,2307,1738,117,474
"2017.02.14",2074.57,327489,4380800,-1367,-1223,2653,2077,-38,673
"2017.02.15",2083.86,332389,4631680,-1751,-296,1591,519,-3,755
"2017.02.16",2081.84,324115,4235001,426,1649,-2654,-2547,-695,444
"2017.02.17",2080.58,295874,4265565,-4841,2894,1485,790,-64,663
"2017.02.20",2084.39,294640,3267340,1032,538,-2097,-3684,126,1419
"2017.02.21",2102.93,287202,3844521,-3185,1243,1539,1530,-983,1196
"2017.02.22",2106.61,305328,3947747,-936,4535,-1987,-2303,-982,1141
"2017.02.23",2107.63,417235,4470385,-274,352,-588,-2437,2198,-312
"2017.02.24",2094.12,370839,4872505,78,-52,-518,3029,-477,-727
"2017.02.27",2085.52,333526,4081679,-326,-2262,2174,2680,-317,-45
"2017.02.28",2091.64,384438,4931259,-1164,645,-273,-3409,2622,438
"2017.03.02",2102.65,421598,6017445,-1071,6802,-6206,-7232,1330,189
"2017.03.03",2078.75,407598,4968494,1065,-324,-1253,-681,-87,-298
"2017.03.06",2081.36,392183,4562473,-487,2562,-2637,-3189,136,59
"2017.03.07",2094.05,273759,3882570,-2461,924,1000,-192,478,358
"2017.03.08",2095.41,375183,4378207,-174,1536,-1966,-1876,-45,144
"2017.03.09",2091.06,400093,4871564,1105,4434,-6175,-5446,-530,-162
"2017.03.10",2097.35,495183,5472091,553,1589,-2781,-2723,-137,118
"2017.03.13",2117.59,377697,4567987,-2824,4542,-2161,-1797,-334,54
"2017.03.14",2133.78,361846,5223872,-501,4060,-4065,-3513,-494,-237
"2017.03.15",2133.0,370081,4809634,847,1292,-2688,328,-1813,-680
"2017.03.16",2150.08,396164,5000275,-2374,2776,-893,120,-443,605
"2017.03.17",2164.58,297146,4830318,-935,2504,-2104,-1294,-880,196
"2017.03.20",2157.01,261686,4015840,850,-844,-517,891,-1057,-148
"2017.03.21",2178.38,299277,5387142,-2348,3613,-1899,-908,-1012,146
"2017.03.22",2168.3,388457,5455896,1813,-957,-1169,-767,-1628,1472
"2017.03.23",2172.72,352469,5020761,-1284,539,182,535,-532,318
"2017.03.24",2168.95,354061,5045821,-1868,-905,2207,2860,-114,84
"2017.03.27",2155.66,390904,5023054,167,364,-1047,829,-691,-432
"2017.03.28",2163.31,386739,4940624,19,216,-818,911,-848,-460
"2017.03.29",2166.98,621450,5020911,368,-618,-264,-546,63,973
"2017.03.30",2164.64,633510,4307152,656,902,-1692,-1710,-43,105
"2017.03.31",2160.23,430109,4287424,-1110,265,329,487,-244,200
"2017.04.03",2167.51,394348,3912969,-593,-233,312,917,-380,17
"2017.04.04",2161.1,517381,4458294,1794,-1029,-1235,-744,-480,30
"2017.04.05",2160.85,565731,4756025,1280,-74,-1672,-1519,-36,-204
"2017.04.06",2152.75,492446,4053597,1683,-933,-1179,-1847,38,634
"2017.04.07",2151.73,389539,3844501,104,-791,1031,197,-334,974
"2017.04.10",2133.32,498228,3905851,64,-541,-45,-163,-306,574
"2017.04.11",2123.85,460270,4015334,314,-1276,978,1064,7,-170
"2017.04.12",2128.91,405118,3804167,248,741,-1048,-203,21,-566
"2017.04.13",2148.61,331367,4235180,-1138,-19,1042,2200,-185,-475
"2017.04.14",2134.88,343005,3316400,444,-755,228,183,-455,648
"2017.04.17",2145.76,255697,3627597,-1610,-1146,2666,1602,727,251
"2017.04.18",2148.46,285827,3825984,-482,98,385,652,399,-818
"2017.04.19",2138.4,337707,4712842,1159,-2262,1104,1465,170,-472
"2017.04.20",2149.15,262011,4913095,-2761,739,2236,1603,-582,1057
"2017.04.21",2165.04,274594,4625884,-3165,2342,899,-686,692,756
"2017.04.24",2173.74,367783,4199089,-2495,3355,-724,99,-290,23
"2017.04.25",2196.85,271584,4773486,-3678,6486,-2810,-3083,-245,698
"2017.04.26",2207.84,392619,5233091,-3680,2935,768,971,-264,691
"2017.04.27",2209.46,379656,6331458,1549,116,-1587,-1286,-124,155
"2017.04.28",2205.44,263006,5642090,3399,-162,-3548,-1260,-1022,-934
"2017.05.02",2219.67,290920,4729256,-1297,1333,-474,1153,-908,-570
"2017.05.04",2241.24,258349,4558852,-709,3612,-3334,-527,-20,-2508
"2017.05.08",2292.76,277066,6515874,-6632,5394,855,2766,-251,-1300
"2017.05.10",2270.12,418074,9246965,-1005,1117,-462,6018,-2038,-2198
"2017.05.11",2296.37,452586,7655819,-4441,1017,3318,7556,-1076,-2542
"2017.05.12",2286.02,329620,6322565,3635,-3038,-939,874,-2178,404
"2017.05.15",2290.65,248031,4584965,350,-971,252,1496,-101,-917
"2017.05.16",2295.33,360348,6030190,234,2345,730,2056,-137,-1130
"2017.05.17",2293.08,390422,5619480,1617,79,-2189,328,-15,-2585
"2017.05.18",2286.82,374307,5830912,-191,259,-638,794,615,-2017
"2017.05.19",2288.48,415240,5781274,-651,401,-276,1004,-384,-551
"2017.05.22",2304.03,334555,5746823,-885,2882,-2602,-705,-147,-1334
"2017.05.23",2311.74,336770,5523437,-2616,-541,2812,606,38,2321
"2017.05.24",2317.34,380458,5356389,-365,775,-894,698,208,6
"2017.05.25",2342.93,365865,6202405,-4053,1184,2656,3547,-513,-330
"2017.05.26",2355.3,307992,5997826,-2587,1208,851,549,-754,1190
"2017.05.29",2352.97,311864,5529637,515,240,-1069,1711,-1521,-841
"2017.05.30",2343.68,504233,5562928,135,-456,-29,1452,-287,-1172
"2017.05.31",2347.38,547956,8074174,-369,-3623,3609,3837,-250,267
"2017.06.01",2344.61,331956,5281412,751,-103,-893,-75,-108,-423
"2017.06.02",2371.72,392800,6020076,-2407,4475,-2510,-803,36,-1521
"2017.06.05",2368.62,322339,5108416,43,2740,-3278,-709,-485,-1756
"2017.06.07",2360.14,370971,6019151,1265,1149,-2967,-878,-204,-1242
"2017.06.08",2363.57,406217,8230002,979,2835,-4536,-2488,-1106,-718
"2017.06.09",2381.69,511622,7079217,-1763,1525,-370,65,830,-1054
"2017.06.12",2357.87,324051,5706480,4988,-1445,-4078,-1212,-1504,-950
"2017.06.13",2374.7,316426,5566940,-1219,-782,1625,1260,479,-139
"2017.06.14",2372.64,386990,6630738,529,236,-1221,894,-381,-1443
"2017.06.15",2361.65,331182,5782641,2587,123,-3060,-1387,-803,-870
"2017.06.16",2361.83,323929,5741387,550,-1629,582,1657,-338,-416
"2017.06.19",2370.9,288303,5350251,-1019,1235,-545,1391,-43,-1640
"2017.06.20",2369.23,346162,6699487,3582,4887,-5985,-2287,-52,-3301
"2017.06.21",2357.53,356210,6342246,2943,-1826,-1859,-143,-409,-1204
"2017.06.22",2370.37,292215,6196227,758,1831,473,988,672,-399
"2017.06.23",2378.6,247355,5316663,-2994,1664,1061,1539,-108,-106
"2017.06.26",2388.66,315035,5106047,220,441,-1225,563,-370,-1201
"2017.06.27",2391.95,289294,5288171,2221,541,-3260,-109,-202,-3042
"2017.06.28",2382.56,340622,5792102,1335,-1810,-63,339,-98,-559
"2017.06.29",2395.66,433953,5382031,-1667,999,201,1188,252,-828
"2017.06.30",2391.79,332846,5006232,1086,-385,-1200,-907,844,-1244
"2017.07.03",2394.48,298367,4723195,-843,1076,-845,69,175,-979
"2017.07.04",2380.52,380024,4753716,447,-1936,1041,1412,-452,210
"2017.07.05",2388.35,329425,4653208,540,-61,-816,-141,323,-1079
"2017.07.06",2387.81,297829,4690617,1291,2190,-3999,-1863,-568,-1551
"2017.07.07",2379.87,302786,4972053,636,2766,549,1041,-198,-18
"2017.07.10",2382.1,277355,4852245,-462,-580,772,588,-75,584
"2017.07.11",2396.0,280579,4828173,-1237,982,-204,-1104,92,1074
"2017.07.12",2391.77,262780,4909110,1804,3839,-2520,-1471,-172,-733
"2017.07.13",2409.49,284880,6039044,-2064,3403,-1861,-2578,548,-133
"2017.07.14",2414.63,227567,4923178,-534,1989,242,1260,-157,-442
"2017.07.17",2425.1,252165,4819688,-1130,-428,1117,1362,-461,406
"2017.07.18",2426.04,255640,4599598,610,-2175,1220,1449,-491,275
"2017.07.19",2429.94,266820,5024489,-773,-978,1290,4671,-1007,-1949
"2017.07.20",2441.84,246842,5273110,-1451,582,484,572,739,-622
"2017.07.21",2450.06,246051,5106113,-2170,2884,-611,763,-1472,-44
"2017.07.24",2451.53,230299,4552116,210,-1683,1441,1629,-173,238
"2017.07.25",2439.9,270546,5268495,635,-3411,2657,2224,782,-270
"2017.07.26",2434.51,332744,6381831,-1007,-3551,4599,4281,960,-287
"2017.07.27",2443.24,421732,5328785,-1365,-2083,3589,2342,502,646
"2017.07.28",2400.99,310472,6880945,789,-5599,4822,5175,865,-1061
"2017.07.31",2402.71,273947,5573466,-2606,-2551,4861,3816,368,485
"2017.08.01",2422.96,259277,5507918,-1750,-362,1798,1787,515,-498
"2017.08.02",2427.63,258750,5245737,73,1356,-1704,-1070,55,-521
"2017.08.03",2386.85,299959,6426455,3576,-4027,102,1842,-250,-1227
"2017.08.04",2395.45,270613,4964700,-947,-1637,2148,846,131,828
"2017.08.07",2398.75,240716,4347068,-402,933,-942,433,147,-1346
"2017.08.08",2394.73,243521,4509317,431,917,-1500,-1229,231,-497
"2017.08.09",2368.39,231141,4626754,-867,-2563,3052,649,-346,2935
"2017.08.10",2359.47,277743,6170553,-1702,-2258,4279,2547,36,1617
"2017.08.11",2319.71,301884,6110194,-702,-5862,6225,5748,15,1326
"2017.08.14",2334.22,209149,4567658,-1204,-2582,3586,2177,1444,-8
"2017.08.16",2348.26,265554,6083455,1572,-1038,-670,123,609,-1361
"2017.08.17",2361.67,226209,4423177,407,1744,-2306,-54,1497,-3778
"2017.08.18",2358.37,195804,4052539,539,62,-891,28,-136,-636
"2017.08.21",2355.0,204501,3753501,508,-212,-779,140,163,-1021
"2017.08.22",2365.33,245756,3827475,-1688,659,885,996,0,-237
"2017.08.23",2366.4,225089,3918332,742,1091,-2016,-1133,21,-846
"2017.08.24",2375.84,290542,4586970,-1720,172,1208,1038,138,-20
"2017.08.25",2378.51,337558,4550255,-1668,-259,1683,1784,64,-46
"2017.08.28",2370.3,224349,3938851,-923,-599,1196,1227,-125,238
"2017.08.29",2364.74,215209,4292590,2089,-2640,472,125,964,-786
"2017.08.30",2372.29,302139,4508976,-1277,-676,1848,421,690,516
"2017.08.31",2363.19,256744,5118788,1277,-1100,-548,-206,249,-710
"2017.09.01",2357.69,277015,4668562,1040,763,-2178,-1013,66,-1490
"2017.09.04",2329.65,244705,4323320,-3434,43,3165,1453,271,1292
"2017.09.05",2326.62,317086,4761011,-660,-2133,2429,1957,-91,563
"2017.09.06",2319.82,248852,5219225,1073,-3253,1755,2080,-889,606
"2017.09.07",2346.19,274281,4625003,-2246,724,1251,115,42,1045
"2017.09.08",2343.72,210760,4494042,455,139,-834,-75,-235,-253
"2017.09.11",2359.08,238775,4830722,-2332,-1506,3638,3100,-221,891
"2017.09.12",2365.47,328353,4858629,-52,-1859,1462,1260,611,-314
"2017.09.13",2360.18,315200,5885366,-606,-58,416,127,-73,217
"2017.09.14",2377.66,283106,6382132,1922,-231,455,499,552,-884
"2017.09.15",2386.07,290977,6169399,108,-881,674,-320,-498,1611
"2017.09.18",2418.21,267261,5129632,-1615,2196,-819,-1180,701,-120
"2017.09.19",2416.05,248446,5242241,1497,-1434,-512,240,398,-879
"2017.09.20",2412.2,294688,5533487,858,-1881,576,426,-357,642
