"TARGET_DT0","INDEX_VALUE1","TOTAL_EA2","TOTAL_VOLUME3","ANT4","FOREIGNER5","COMPANY6","INVEST_BANK7","INVEST_TRUST8","PENSION_FUND9"
"2014.12.01",1965.22,328955,4605221,1226,622,-2096,-1766,-628,30
"2014.12.02",1965.83,310614,3708872,-370,433,-895,-499,-584,199
"2014.12.03",1969.91,264661,3136377,-1027,460,-145,-745,157,358
"2014.12.04",1986.61,241669,3464610,-2679,437,1995,157,906,743
"2014.12.05",1986.62,280448,3017469,-626,2304,-1748,142,504,-2590
"2014.12.08",1978.95,289019,3056601,-313,1065,-714,-148,-772,-105
"2014.12.09",1970.95,517079,3631508,-394,2287,-97,28,144,-144
"2014.12.10",1945.56,360982,3748832,1094,-1309,-259,-172,-168,197
"2014.12.11",1916.59,335985,4311388,3383,-7068,2010,775,938,60
"2014.12.12",1921.71,358699,3738551,-214,-2488,1840,288,313,1321
"2014.12.15",1920.36,289701,3695248,261,-3044,1650,591,-6,739
"2014.12.16",1904.13,363279,4218492,1202,-4899,3459,2138,363,699
"2014.12.17",1900.16,301895,4011260,-904,-4086,3952,2518,298,954
"2014.12.18",1897.5,332349,5242642,-627,-5220,4834,1939,1215,1310
"2014.12.19",1929.98,286590,4309175,-1823,-24,1833,-75,220,1331
"2014.12.22",1943.12,316460,4034983,-1348,-559,1869,557,173,1254
"2014.12.23",1939.02,295296,3595299,-1392,-1166,1447,348,300,943
"2014.12.24",1946.61,279433,2936851,-2317,531,1542,648,157,514
"2014.12.26",1948.16,292444,3356911,-3681,658,2995,723,1028,1092
"2014.12.29",1927.86,263159,3395917,1273,-1197,-1660,-685,-1033,396
"2014.12.30",1915.59,253023,3643011,1479,-992,-2026,-1685,181,412
"2015.01.02",1926.44,255350,3620080,1264,286,-2040,-1975,-79,-209
"2015.01.05",1915.75,310548,4663122,575,555,-2306,-1772,-378,-123
"2015.01.06",1882.45,299342,4655218,2731,-3309,-804,-1219,128,322
"2015.01.07",1883.83,277346,3697278,1256,-2210,-37,-522,471,-34
"2015.01.08",1904.65,258491,4170345,-1486,1938,-261,-1431,611,337
"2015.01.09",1924.7,305074,4246382,-2816,1592,778,-329,289,562
"2015.01.12",1920.95,308845,3498577,-19,-814,-117,-212,-250,396
"2015.01.13",1917.14,335782,4791776,2721,-541,-3079,212,-1061,-2071
"2015.01.14",1913.66,280976,4341094,719,-906,-836,-1240,-435,794
"2015.01.15",1914.14,263294,3766993,291,-2066,425,149,40,-120
"2015.01.16",1888.13,294638,3920572,2689,-3001,-1270,-344,-450,-594
"2015.01.19",1902.62,278181,3506180,-1438,-256,1628,235,656,509
"2015.01.20",1918.31,277640,3573038,-2112,320,1705,809,307,148
"2015.01.21",1921.23,296305,4251709,-114,704,-1587,-317,-264,-791
"2015.01.22",1920.82,339567,4477173,-863,615,-893,677,-423,-980
"2015.01.23",1936.09,363083,4595883,-1101,987,-955,112,-941,-10
"2015.01.26",1935.68,327120,3900274,735,-1091,-842,-200,-1211,957
"2015.01.27",1952.4,458801,4493085,-2022,824,1029,222,-647,1537
"2015.01.28",1961.58,395675,5188422,-1307,-693,1863,353,-993,2113
"2015.01.29",1951.02,385492,5172438,1090,-2432,1233,237,-2018,3175
"2015.01.30",1949.26,435570,5755876,1441,-951,-324,1339,-1938,309
"2015.02.02",1952.68,361376,4306479,315,42,-506,247,-1638,896
"2015.02.03",1951.96,366309,4593470,145,-295,143,-30,345,-25
"2015.02.04",1962.79,343298,4938163,-2450,2247,268,-238,358,12
"2015.02.05",1952.84,390988,4229113,2193,-1140,-1099,-182,-562,-373
"2015.02.06",1955.52,299872,4690502,-9129,4297,4710,320,2309,1682
"2015.02.09",1947.0,306825,4285816,525,-1077,494,258,-257,770
"2015.02.10",1935.86,322839,4084514,944,-1298,396,-9,-364,862
"2015.02.11",1945.7,300352,4157788,-1459,1000,720,125,285,237
"2015.02.12",1941.63,327123,4263274,232,-592,334,59,395,264
"2015.02.13",1957.5,342798,4011442,-2328,1735,656,-52,484,279
"2015.02.16",1958.23,344836,3637341,-326,1327,-948,-245,-596,77
"2015.02.17",1961.45,298178,3461146,-788,-256,1255,-138,9,1406
"2015.02.23",1968.39,334135,4038723,-930,1272,-105,31,-665,733
"2015.02.24",1976.12,304394,4112593,-1201,796,486,-188,209,693
"2015.02.25",1990.47,360343,4827387,-2996,2074,1118,-1240,1361,938
"2015.02.26",1993.08,379351,5019255,-1388,2308,-1006,-728,77,-199
"2015.02.27",1985.8,417184,5527749,841,838,-1638,-1522,-330,75
"2015.03.02",1996.81,365957,5493257,-509,1581,-1060,-2450,85,932
"2015.03.03",2001.38,440885,5301006,-46,1793,-1817,-2225,-448,697
"2015.03.04",1998.29,369997,4595754,931,2353,-3265,-2510,-817,26
"2015.03.05",1998.38,362427,3939052,278,1233,-1163,-1362,-197,457
"2015.03.06",2012.94,389914,4749043,-1407,2828,-1519,-1236,-720,357
"2015.03.09",1992.82,292973,3941996,2333,-627,-1834,-150,-1521,149
"2015.03.10",1984.77,430271,4677577,1183,800,-2038,-963,-1310,541
"2015.03.11",1980.83,395371,5795408,2605,903,-3547,-4965,-618,2228
"2015.03.12",1970.59,379584,6277284,1816,-1182,-804,-2003,-394,1288
"2015.03.13",1985.79,322560,4249807,-635,1050,-476,-1,-463,-86
"2015.03.16",1987.33,315596,4562851,80,31,-257,-32,-457,313
"2015.03.17",2029.91,353014,5331677,-5949,4971,967,277,223,471
"2015.03.18",2028.45,358261,5306022,-608,3299,-2428,-135,-3625,-196
"2015.03.19",2037.89,445165,5557805,-2325,3996,-1431,598,-1972,-816
"2015.03.20",2037.24,347283,5060596,191,2187,-2217,525,-2354,-183
"2015.03.23",2036.59,310208,4575023,-1138,1437,-86,36,-982,472
"2015.03.24",2041.37,324351,4561843,401,630,-849,-604,-1027,778
"2015.03.25",2042.81,418100,4983230,1016,1159,-1759,-128,-1075,-285
"2015.03.26",2022.56,338831,5100235,1875,-1138,-683,1173,-2200,352
"2015.03.27",2019.8,442814,5035104,1544,-800,-332,1441,-1401,167
"2015.03.30",2030.04,435179,4347308,160,763,-782,836,-641,-737
"2015.03.31",2041.03,547252,5291411,-267,1374,-1068,-493,-351,62
"2015.04.01",2028.45,538580,5316792,1223,-707,-829,227,-922,-135
"2015.04.02",2029.07,646302,5904789,997,-183,-705,103,-1062,595
"2015.04.03",2045.42,493143,4452256,-1315,432,896,49,-257,938
"2015.04.06",2046.43,454031,4726562,1213,-215,-1085,-675,-942,1073
"2015.04.07",2047.03,426271,4760116,627,440,-570,-703,-1476,1015
"2015.04.08",2059.26,546028,6416068,-1368,917,600,46,-110,426
"2015.04.09",2058.87,519429,5805350,1534,1533,-2287,-302,-1188,-668
"2015.04.10",2087.76,647107,6275483,-3044,2879,220,72,-821,376
"2015.04.13",2098.92,550382,6949775,222,2770,-2847,-273,-1709,-693
"2015.04.14",2111.72,636475,7954023,-2210,3926,-1481,-1356,-344,556
"2015.04.15",2119.96,445868,7283611,182,3224,-3449,-635,-2250,203
"2015.04.16",2139.9,471230,7187304,-1018,3703,-2681,-821,-2903,947
"2015.04.17",2143.5,457908,6249221,-1486,2816,-1081,-151,-2066,1100
"2015.04.20",2146.71,503401,6973925,324,2839,-3048,-807,-2163,496
"2015.04.21",2144.79,555234,6825206,2274,2452,-4748,-1199,-2619,-84
"2015.04.22",2143.89,762349,8388538,-3334,7431,-3951,-73,-2024,-262
"2015.04.23",2173.41,514837,8076510,-4577,4397,343,-844,975,-61
"2015.04.24",2159.8,503418,8114606,-805,5339,-4347,171,-1750,-2488
"2015.04.27",2157.54,388660,6117139,323,2080,-2462,483,-2161,-228
"2015.04.28",2147.67,410562,6068630,-663,-7,714,1195,-587,286
"2015.04.29",2142.63,453869,6564697,2317,-603,-1374,-50,-1460,444
"2015.04.30",2127.17,497732,6018805,1089,716,-1628,-251,-2006,882
"2015.05.04",2132.23,352069,4668413,-105,1295,-1141,-119,-1069,302
"2015.05.06",2104.58,424198,5600790,1106,937,-2185,-261,-1458,-23
"2015.05.07",2091.0,418759,5370714,1685,-672,-1084,122,-1357,665
"2015.05.08",2085.52,305314,4677202,1978,-239,-1715,-95,-1750,369
"2015.05.11",2097.38,326946,4962776,832,-461,-570,-198,-557,237
"2015.05.12",2096.77,386675,4899718,755,54,-921,-468,-628,54
"2015.05.13",2114.16,373063,4928946,-720,775,-21,-32,312,-146
"2015.05.14",2120.33,425176,5003053,1127,235,-1123,-505,-85,-467
"2015.05.15",2106.5,467268,5365887,2364,4794,-656,-1535,654,413
"2015.05.18",2113.72,441445,5784617,251,1621,-1768,-521,-488,-390
"2015.05.19",2120.85,411965,5650762,880,776,-1685,-1506,-71,-182
"2015.05.20",2139.54,447646,5998522,-755,1344,-425,-884,-166,302
"2015.05.21",2122.81,392880,5596351,1978,608,-2521,-2090,-1184,751
"2015.05.22",2146.1,436973,5992137,-3470,2945,457,47,-349,589
"2015.05.26",2143.5,373921,6372057,-450,-100,802,-1166,-62,2465
"2015.05.27",2107.5,434088,7887325,4215,-2310,-2022,-4315,-479,2826
"2015.05.28",2110.89,410706,6742808,-469,2484,-2026,-1226,248,971
"2015.05.29",2114.8,448189,7648634,-1702,2551,-825,-694,-1170,490
"2015.06.01",2102.37,420716,5697910,476,391,-891,-220,-88,565
"2015.06.02",2078.64,515192,6940036,2245,123,-2132,-500,-1048,4
"2015.06.03",2063.16,532758,6300056,-886,1499,-749,-187,-92,821
"2015.06.04",2072.86,392034,7004163,-99,3746,-3598,-2308,973,984
"2015.06.05",2068.1,388853,6086742,-543,1094,-614,-1034,357,306
"2015.06.08",2065.19,390357,5508814,676,-741,-159,-223,500,78
"2015.06.09",2064.03,418684,5538722,1620,-1454,-382,-515,-75,121
"2015.06.10",2051.32,418420,6101561,2793,-1962,-855,-576,-374,507
"2015.06.11",2056.61,451273,7495997,2541,-1642,-968,-439,-778,542
"2015.06.12",2052.17,384132,5960234,2217,-826,-1442,-91,-1125,3
"2015.06.15",2042.32,310139,4765898,117,1225,-1374,14,-777,-263
"2015.06.16",2028.72,376207,6265626,1870,-3137,1203,-237,-76,1971
"2015.06.17",2034.86,349919,5064150,637,-1545,924,-359,757,240
"2015.06.18",2041.88,386776,5245838,14,-2646,2583,-220,1743,525
"2015.06.19",2046.96,394065,5570859,1117,-2842,1904,-393,1443,608
"2015.06.22",2055.16,262775,4248248,1048,-1240,261,90,826,-434
"2015.06.23",2081.2,325895,5218253,-1181,-105,1429,235,613,552
"2015.06.24",2085.53,394955,5240680,-246,541,-148,170,358,-394
"2015.06.25",2085.06,569595,5832424,-319,61,386,-381,591,165
"2015.06.26",2090.26,487506,6232862,-169,590,-338,-416,637,-428
"2015.06.29",2060.49,499301,6142787,929,-1125,230,-670,299,1154
"2015.06.30",2074.2,389704,5606673,-310,-513,835,-521,1065,569
"2015.07.01",2097.89,468233,5804594,-748,64,736,389,336,115
"2015.07.02",2107.33,559474,6954702,-20,1127,-825,-64,-145,-534
"2015.07.03",2104.41,414027,5877241,1210,-119,-705,199,-1256,457
"2015.07.06",2053.93,463773,6275913,4891,-2806,-2189,-177,-1423,-64
"2015.07.07",2040.29,497988,8200258,2503,-1033,-1509,195,-614,-603
"2015.07.08",2016.21,447415,7392498,2963,-3985,1147,455,520,257
"2015.07.09",2027.81,403722,6994503,1107,-3496,2324,1525,1222,-190
"2015.07.10",2031.17,371847,6514152,2328,-714,-1567,-312,-115,-1054
"2015.07.13",2061.52,421534,6183981,273,45,-105,169,-137,-56
"2015.07.14",2059.23,496984,6687802,1682,-384,-1213,-267,-295,-356
"2015.07.15",2072.91,613189,7492762,609,2351,-2952,35,-1007,-1293
"2015.07.16",2087.89,682603,7059502,-423,1815,988,-152,231,954
"2015.07.17",2076.79,806118,8319283,3575,-755,-2929,-535,-1456,-233
"2015.07.20",2073.31,862846,5968491,1303,-190,-1024,-283,-510,149
"2015.07.21",2083.62,718786,6488347,935,-1285,385,-478,459,275
"2015.07.22",2064.73,1149355,6766264,4229,-3758,-287,-551,-24,620
"2015.07.23",2065.07,732798,6137884,1717,-1889,59,-249,169,197
"2015.07.24",2045.96,604456,6021543,3833,-2585,-1488,-285,-489,-385
"2015.07.27",2038.81,535705,6235263,-713,-11,360,-1032,763,807
"2015.07.28",2039.1,490449,6440757,-875,-1256,2071,320,657,1457
"2015.07.29",2037.62,514386,6590690,31,11,-341,-354,68,124
"2015.07.30",2019.03,503234,6690278,-252,-812,933,574,184,194
"2015.07.31",2030.16,444009,6187274,-1401,1668,-902,-511,645,-750
"2015.08.03",2008.49,351899,4969419,550,-89,-1051,980,-280,-1431
"2015.08.04",2027.99,384528,4864611,-1735,573,747,92,212,58
"2015.08.05",2029.76,314253,4977507,-642,-261,178,-204,790,-664
"2015.08.06",2013.29,335637,5738406,1759,-1004,-1438,275,-23,-1559
"2015.08.07",2010.23,330275,4538493,1517,-307,-1731,-234,-605,-831
"2015.08.10",2003.17,305473,4450795,672,-584,-26,153,298,-88
"2015.08.11",1986.65,362930,5029071,756,-820,-209,-99,371,-41
"2015.08.12",1975.47,519701,6801476,197,-3036,2635,893,-426,2045
"2015.08.13",1983.46,373204,5114020,-275,-2168,1993,498,937,106
"2015.08.17",1968.52,556074,4561509,1349,-3223,1543,1153,618,-150
"2015.08.18",1956.26,468191,5533960,-1018,-189,839,504,-599,1647
"2015.08.19",1939.38,498925,7107639,-2192,-256,1675,1082,353,-25
"2015.08.20",1914.55,389843,5077380,-378,-2936,2885,364,1416,1149
"2015.08.21",1876.07,506532,6761186,-5329,-4463,9238,2673,3788,2413
"2015.08.24",1829.81,410169,6088766,2980,-7291,4010,1062,1431,1333
"2015.08.25",1846.63,446401,6564908,3027,-5289,2146,-940,1999,-130
"2015.08.26",1894.09,448166,6763249,1106,-5505,3913,48,741,2331
"2015.08.27",1908.0,477548,6640239,1905,-3483,1205,-2249,772,2143
"2015.08.28",1937.67,439192,6405456,-591,-383,1158,-1598,305,2445
"2015.08.31",1941.49,346953,5950573,-68,-367,333,-1153,-300,2197
"2015.09.01",1914.23,320859,4782631,2368,-77,-2784,-1908,-495,59
"2015.09.02",1915.22,338567,4953189,-294,-885,665,19,-19,278
"2015.09.03",1915.53,293126,4513384,1423,-1211,-406,-924,460,-315
"2015.09.04",1886.04,357577,4642584,2041,-231,-2225,-753,-449,-633
"2015.09.07",1883.22,285330,3730988,-220,-2867,2677,1581,931,18
"2015.09.08",1878.68,386234,4676248,235,-2506,1749,-80,906,868
"2015.09.09",1934.2,508956,5193258,-3886,-1477,5382,3165,1995,-120
"2015.09.10",1962.11,455738,5396708,-3778,-2323,6004,2847,643,705
"2015.09.11",1941.37,497246,4605410,324,-567,-348,-288,-284,424
"2015.09.14",1931.46,359481,4086021,503,-596,-317,-809,-626,1334
"2015.09.15",1937.56,386186,3928182,-1341,-1183,2111,-37,307,1921
"2015.09.16",1975.45,577385,5836409,-5911,2185,3590,566,1253,1125
"2015.09.17",1976.49,502903,5545797,-2685,1227,1344,741,245,603
"2015.09.18",1995.95,515916,6663946,-1981,1703,-105,135,-671,273
"2015.09.21",1964.68,372130,3755076,2537,-1926,-1106,-549,-567,382
"2015.09.22",1982.06,683342,4456248,-1017,-198,1129,-718,-278,2240
"2015.09.23",1944.64,845584,4853314,3892,-2997,1526,-126,-95,1880
"2015.09.24",1947.1,895574,4373185,5900,-2203,624,-63,-317,1213
"2015.09.25",1942.85,789819,4176784,861,-3002,1516,1168,151,536
"2015.09.30",1962.81,539384,5435749,-356,1480,-1510,-697,-416,-257
"2015.10.01",1979.32,670916,5093572,-3055,1007,1712,921,189,223
"2015.10.02",1969.68,1020136,5192845,1059,-1280,-124,-300,-583,444
"2015.10.05",1978.25,539542,4533462,-1359,-161,734,536,320,-347
"2015.10.06",1990.65,653014,5457343,-1627,1380,913,505,631,-165
"2015.10.07",2005.84,753341,6090499,-2109,879,874,-318,13,1012
"2015.10.08",2019.53,693705,6067223,-2031,1885,-378,1764,-521,47
"2015.10.12",2021.63,624399,5988383,-2672,1330,859,1220,29,-291
"2015.10.13",2019.05,595222,5112232,-331,1040,-901,821,-1022,-436
"2015.10.14",2009.55,634915,4959508,536,-1114,388,231,-417,735
"2015.10.15",2033.27,489792,4564600,-2912,382,2324,1349,-158,916
"2015.10.16",2030.26,542027,4616085,849,-2155,1241,1170,-77,402
"2015.10.19",2030.27,707700,4210325,-442,631,-266,730,-398,-408
"2015.10.20",2039.36,945413,4691672,-1312,373,782,-125,-218,1406
"2015.10.21",2042.98,660815,5306063,-780,-60,455,1011,-200,35
"2015.10.22",2023.0,688427,5877354,2368,-2868,252,184,-242,365
"2015.10.23",2040.4,641858,5303923,-2813,1123,1626,1366,417,-220
"2015.10.26",2048.08,455015,4267516,-1620,1589,10,594,-80,-287
"2015.10.27",2044.65,441782,4011414,277,-124,-182,313,34,-148
"2015.10.28",2042.51,387254,4877015,177,-2215,1722,433,-36,1023
"2015.10.29",2034.16,409167,5622179,731,-285,-495,-304,-905,-4446
"2015.10.30",2029.47,373689,5945879,1438,-277,-1300,41,-855,-97
"2015.11.02",2035.24,357975,4670602,-228,1325,-2494,-888,-1331,-59
"2015.11.03",2048.4,582904,5731116,-3066,298,1014,1348,-81,-216
"2015.11.04",2052.77,531883,4854033,-2256,1150,-384,575,-661,-219
"2015.11.05",2049.41,344157,3946581,457,-303,-1272,207,-739,-373
"2015.11.06",2041.07,458898,4513121,552,-513,-1373,-167,-907,-542
"2015.11.09",2025.7,430279,5932869,734,30,-1885,-494,-770,-52
"2015.11.10",1996.59,409528,5372521,3969,-673,-1681,56,-1279,200
"2015.11.11",1997.27,282596,3795769,1362,-2246,65,-1,-601,723
"2015.11.12",1993.36,382858,3402325,1057,-2200,-235,0,-18,-160
"2015.11.13",1973.29,337727,4186209,1111,-2102,-446,-352,-206,115
"2015.11.16",1943.02,421007,4762680,1165,-2356,112,794,-373,-183
"2015.11.17",1963.58,411426,4414119,-835,-1656,1569,-547,668,974
"2015.11.18",1962.88,533967,4539628,400,-1426,239,-1329,655,341
"2015.11.19",1988.91,402673,4469284,-7678,2876,3384,695,861,1082
"2015.11.20",1989.86,409589,3981101,-1175,-1784,1445,256,431,541
"2015.11.23",2003.7,379028,4422655,-1980,-1056,1681,475,603,290
"2015.11.24",2016.29,409942,4228723,-1250,-1831,2295,-217,-145,2037
"2015.11.25",2009.42,387046,4170392,153,-1966,756,-365,-69,795
"2015.11.26",2030.68,447540,4361336,-2903,643,1599,506,-141,764
"2015.11.27",2028.99,475264,3898119,-1364,-300,213,65,-188,70
"2015.11.30",1991.97,446112,6409955,3660,-5394,541,-371,4,749
"2015.12.01",2023.93,565138,4672220,-2128,1107,470,-676,310,503
"2015.12.02",2009.29,623964,4341114,1221,-3040,74,-266,-292,249
"2015.12.03",1994.07,360920,3434293,2111,-2556,-805,-788,-453,35
"2015.12.04",1974.4,373376,3174983,1542,-3634,652,-417,320,580
"2015.12.07",1963.67,376919,3356172,703,-1478,-481,-58,-224,-89
"2015.12.08",1949.04,401162,3574227,598,-1813,250,-138,185,126
"2015.12.09",1948.24,373794,3636724,-132,-2443,1490,600,142,388
"2015.12.10",1952.07,372100,4506365,165,-3565,2303,-87,1359,412
"2015.12.11",1948.62,373906,4020271,-321,-2306,1178,436,472,355
"2015.12.14",1927.82,425668,4022027,-1478,-2959,3437,2251,538,34
"2015.12.15",1932.97,427891,3593520,-92,-3562,2750,2189,257,-168
"2015.12.16",1969.4,467637,4207020,-3954,-1610,5339,3463,1010,88
"2015.12.17",1977.96,374572,3850731,-1761,-652,1779,413,288,606
"2015.12.18",1975.32,665731,4021859,-663,-1420,1759,811,-22,552
"2015.12.21",1981.19,532535,3534909,-1420,-1208,2255,1745,45,178
"2015.12.22",1992.56,569183,4119722,-2716,-72,2166,-6,14,2135
"2015.12.23",1999.22,487032,3918294,-4810,-61,4404,3133,92,766
"2015.12.24",1990.65,497593,3551535,-3624,-71,3509,3023,-408,464
"2015.12.28",1964.06,389692,3753973,-1952,-323,1497,1606,-606,362
"2015.12.29",1966.31,395493,3757607,2643,-933,-2774,-2447,-761,783
"2015.12.30",1961.31,300574,3670486,2297,-365,-2822,-2897,-425,281
"2016.01.04",1918.76,355001,3917340,4157,-1567,-3471,-3505,331,-344
"2016.01.05",1930.53,440914,4097962,167,-1894,1000,-1442,1088,105
"2016.01.06",1925.43,585978,5917977,1029,1642,-692,-1722,1148,-264
"2016.01.07",1904.33,388136,4907247,1844,-2680,79,-216,228,-395
"2016.01.08",1917.62,400556,4995379,-472,-1500,1232,552,1,-88
"2016.01.11",1894.84,319556,4145526,2569,-1130,861,-525,1135,-118
"2016.01.12",1890.86,290808,3787415,1441,-2213,-15,-809,249,68
"2016.01.13",1916.28,261810,3882822,-1885,-503,2206,-156,1191,243
"2016.01.14",1900.01,305931,4264454,2957,-3730,436,-825,452,237
"2016.01.15",1878.87,303991,4391132,2517,-2168,-680,-323,-1043,170
"2016.01.18",1878.45,273261,4056222,121,-3463,3186,1046,1240,89
"2016.01.19",1889.64,329977,4441550,879,-2792,1772,-203,1503,-3
"2016.01.20",1845.45,400261,5240327,3004,-2278,-842,-475,593,-1566
"2016.01.21",1840.53,424485,4729614,-271,-2975,3156,1280,1645,-156
"2016.01.22",1879.43,400293,4344515,-2013,-1577,3461,1702,1020,382
"2016.01.25",1893.43,311413,4004975,-1860,-826,2576,886,1298,14
"2016.01.26",1871.69,295266,4409881,3172,-1914,-1364,512,-1160,-770
"2016.01.27",1897.87,345542,4999182,-3036,322,2683,1830,1028,-225
"2016.01.28",1906.94,306801,4609354,-1029,-172,16441,-141,676,252
"2016.01.29",1912.06,379159,5966488,-1771,1750,-652,-262,-311,131
"2016.02.01",1924.82,435759,5062947,-2393,1826,32,-44,162,194
"2016.02.02",1906.6,407067,4552972,277,-321,-543,-115,-156,-96
"2016.02.03",1890.67,403016,4739686,1242,-1912,-12,-135,2,17
"2016.02.04",1916.26,358802,5131794,-3599,1480,1703,1105,161,152
"2016.02.05",1917.79,290560,4245650,-1527,-14,5659,4817,98,608
"2016.02.11",1861.54,381071,4635376,430,-1662,615,508,-59,201
"2016.02.12",1835.28,465667,6236294,-1903,-3017,4287,2502,1065,644
"2016.02.15",1862.2,281431,4413358,-1241,-1257,2207,1954,360,-537
"2016.02.16",1888.3,381620,4196969,-2307,813,837,82,764,-554
"2016.02.17",1883.94,333899,5061065,-1588,-220,694,-571,1824,-623
"2016.02.18",1908.84,327418,4646452,-3020,858,1368,646,457,-52
"2016.02.19",1916.24,307221,3825333,-1784,1669,-684,-483,-228,71
"2016.02.22",1916.36,261987,3404998,-537,335,-473,95,-43,-584
"2016.02.23",1914.22,323952,3948979,-156,-67,-524,211,-552,-315
"2016.02.24",1912.53,277072,3516031,-327,-200,-166,-146,-228,-43
"2016.02.25",1918.57,297760,3881831,1008,197,-112,431,-454,83
"2016.02.26",1920.16,268811,3964062,-427,2424,1634,999,-1495,2206
"2016.02.29",1916.66,271547,4534806,-538,1719,-1893,126,-3413,1177
"2016.03.02",1947.42,316865,5110434,-4110,3760,-154,444,-1624,366
"2016.03.03",1958.17,417546,4903735,-3148,4960,-2354,29,-2419,-145
"2016.03.04",1955.63,312175,4491198,-455,1598,-1321,267,-1912,92
"2016.03.07",1957.87,340260,4611978,-536,2011,-1988,-265,-1567,-358
"2016.03.08",1946.12,354037,4844001,1060,-961,-613,383,-600,-226
"2016.03.09",1952.95,345920,4212533,-46,-207,-260,-150,-168,-171
"2016.03.10",1969.33,346406,5055951,-1219,6503,-5820,-4460,-1612,11
"2016.03.11",1971.41,299293,4116595,-568,1475,-1501,30,-2268,827
"2016.03.14",1972.27,353027,4167785,1352,819,-2450,-306,-1806,-407
"2016.03.15",1969.97,260916,3764672,95,631,-1314,475,-1251,-146
"2016.03.16",1974.9,289945,4055964,-459,976,-908,1306,-1571,-132
"2016.03.17",1987.99,282237,4668378,-2685,7364,-1455,394,-669,107
"2016.03.18",1992.12,380108,4659018,297,2783,-3429,-1933,-959,334
"2016.03.21",1989.76,320666,4012257,1035,1353,-3130,-1610,-1581,267
"2016.03.22",1996.81,379381,4416765,-1151,1360,-884,-261,-597,120
"2016.03.23",1995.12,363163,3929377,-436,115,-451,-85,-551,393
"2016.03.24",1985.97,336185,3777427,592,455,-1732,756,-2395,163
"2016.03.25",1983.81,457306,3751912,-707,-424,409,1088,-480,115
"2016.03.28",1982.54,405980,3365429,-251,-126,-320,94,-452,292
"2016.03.29",1994.91,377908,3991750,-1845,1474,-265,120,-917,420
"2016.03.30",2002.14,347263,4517708,-1266,371,68,896,-813,151
"2016.03.31",1995.85,322879,4840902,821,-2100,575,621,-454,507
"2016.04.01",1973.57,378202,4777024,2851,-2106,-466,1764,-1732,5
"2016.04.04",1978.97,359061,4192246,615,574,-1931,-2326,177,377
"2016.04.05",1962.74,359996,3992300,1944,-1926,-733,-440,-469,330
"2016.04.06",1971.32,318532,4299791,1196,1172,-2994,-2586,-621,166
"2016.04.07",1973.89,427063,4578002,298,2259,-3185,-1598,-833,-712
"2016.04.08",1972.05,394571,4332858,486,1651,-2800,-2487,-70,-224
"2016.04.11",1970.37,370220,3801200,810,-156,-1284,-1330,499,-337
"2016.04.12",1981.32,372146,3861385,-885,1160,-1028,-1357,290,59
"2016.04.14",2015.93,456829,6285943,-7912,5503,1741,758,603,397
"2016.04.15",2014.71,313110,4428494,-1094,1028,250,3053,-1801,-702
"2016.04.18",2009.1,334757,4247470,-482,1996,-1392,-1018,-772,280
"2016.04.19",2011.36,397413,4392297,-1526,286,1396,1923,-651,157
"2016.04.20",2005.83,419041,4528325,-450,1117,-586,-55,-434,-22
"2016.04.21",2022.1,387844,4714212,-3020,1598,1479,828,330,473
"2016.04.22",2015.49,475058,4149096,385,1551,-1847,-174,-1040,-449
"2016.04.25",2014.55,392813,4310191,-414,2081,-1598,-1214,-336,36
"2016.04.26",2019.63,502391,5110466,-886,1358,-443,-252,-492,397
"2016.04.27",2015.4,407874,5312008,776,1818,-2579,-771,-1413,-5
"2016.04.28",2000.93,336073,5240945,883,-2033,1165,2075,-408,110
"2016.04.29",1994.15,393295,4899464,1095,639,-2031,-1336,-308,-241
"2016.05.02",1978.15,324975,3849348,1803,-317,-1778,-1449,-120,-157
"2016.05.03",1986.41,306496,3729473,685,868,-1770,-2650,219,708
"2016.05.04",1976.71,348731,4926327,2978,1719,-4904,-4612,171,-222
"2016.05.09",1967.81,338214,5179317,1192,-991,-527,322,-462,-54
"2016.05.10",1982.5,364980,4773150,-1248,355,410,-422,513,313
"2016.05.11",1980.1,393495,4363815,1308,704,-2414,-1828,-706,168
"2016.05.12",1977.49,445986,4038195,1105,243,-1283,-793,-182,-183
"2016.05.13",1966.99,500776,4495599,2184,-1437,-1156,-125,-323,-289
"2016.05.16",1967.91,520295,4797446,-51,151,-397,1302,-602,-295
"2016.05.17",1968.06,590808,5414916,832,-535,-521,-797,-18,600
"2016.05.18",1956.73,688631,6511596,1214,356,-1974,-1139,-370,-188
"2016.05.19",1946.78,500755,5225527,310,-205,-423,-97,-425,426
"2016.05.20",1947.67,383159,4399090,-617,-1277,1508,1498,404,-60
"2016.05.23",1955.25,393845,4011176,-675,26,334,-498,889,207
"2016.05.24",1937.68,511809,4905045,789,-598,-614,-305,46,34
"2016.05.25",1960.51,650749,5410461,-3363,1249,2076,1346,971,-156
"2016.05.26",1957.06,551033,4991688,-955,59,644,481,108,28
"2016.05.27",1969.17,517989,4814077,-1760,1514,-107,-255,0,232
"2016.05.30",1967.13,541202,4532734,-350,1210,-1246,-397,-344,-331
"2016.05.31",1983.4,647543,8425308,-1607,-1296,2104,-1065,2262,765
"2016.06.01",1982.72,496335,5314023,-885,2401,-1895,-2769,146,457
"2016.06.02",1985.11,461076,5143907,-618,3876,-1977,-2159,153,115
